id	bio_token	bio_tag
31963	,	O
31963	ножом	O
31963	режется	O
31963	плохо	O
31963	,	O
31963	да	O
31963	еще	O
31963	и	O
31963	еле	O
31963	теплое	O
31963	.	O
31963	.	O
31963	.	O
31963	мрак	O
31963	.	O
31963	А	O
31963	вцелом	O
31963	очень	O
31963	даже	O
31963	неплохое	O
31963	заведение	B-Whole
31963	.	O
31963	Кто	O
31963	не	O
31963	был	O
31963	советую	O
31963	попробовать	O
31963	.	O
34956	На	O
34956	днях	O
34956	,	O
34956	в	O
34956	командировку	O
34956	,	O
34956	приезжали	O
34956	коллеги	O
34956	по	O
34956	работе	O
34956	и	O
34956	мы	O
34956	,	O
34956	вчетвером	O
34956	,	O
34956	забрели	O
34956	в	O
34956	этот	O
34956	замечательный	O
34956	ресторанчик	B-Whole
34956	на	O
34956	Каменоостровском	O
34956	.	O
34956	Кушали	O
34956	достаточно	O
34956	много	O
34956	,	O
34956	очень	O
34956	понравилась	O
34956	кухня	B-Food
34956	.	O
34956	Я	O
34956	лично	O
34956	заказывал	O
34956	котлетки	B-Food
34956	из	I-Food
34956	лосося	I-Food
34956	с	I-Food
34956	пюре	I-Food
34956	и	O
34956	канадский	B-Food
34956	ролл	I-Food
34956	.	O
34956	В	O
34956	общем	O
34956	,	O
34956	это	O
34956	не	O
34956	первое	O
34956	мое	O
34956	посещение	O
34956	данного	O
34956	заведения	B-Whole
34956	,	O
34956	и	O
34956	котлетки	B-Food
34956	и	O
34956	роллы	B-Food
34956	здесь	O
34956	я	O
34956	уже	O
34956	пробовал	O
34956	,	O
34956	но	O
34956	на	O
34956	этот	O
34956	раз	O
34956	,	O
34956	приготовлены	O
34956	они	O
34956	были	O
34956	по-другому	O
34956	,	O
34956	вкуснее	O
34956	и	O
34956	сочнее	O
34956	,	O
34956	как	O
34956	мне	O
34956	показалось	O
34956	.	O
34956	Ролл	B-Food
34956	вообще	O
34956	был	O
34956	замечательным	O
34956	,	O
34956	сравнение	O
34956	с	O
34956	ним	O
34956	не	O
34956	выдержали	O
34956	бы	O
34956	блюда	B-Food
34956	из	O
34956	традиционных	O
34956	Питерских	O
34956	сетевых	B-Whole
34956	заведений	I-Whole
34956	японской	I-Whole
34956	кухни	I-Whole
34956	)	O
34956	)	O
34956	Хотя	O
34956	,	O
34956	не	O
34956	знаю	O
34956	,	O
34956	конечно	O
34956	,	O
34956	корректно	O
34956	ли	O
34956	такое	O
34956	сравнение	O
34956	,	O
34956	в	O
34956	других	O
34956	местах	O
34956	суши	B-Food
34956	как-то	O
34956	не	O
34956	часто	O
34956	есть	O
34956	приходилось	O
34956	.	O
34956	После	O
34956	вопроса	O
34956	официанту	B-Service
34956	выяснилось	O
34956	,	O
34956	что	O
34956	сменился	O
34956	шеф-повар	B-Service
34956	и	O
34956	меню	B-Food
34956	теперь	O
34956	меняют	O
34956	.	O
34956	Расстройство	O
34956	принесла	O
34956	информация	O
34956	о	O
34956	том	O
34956	,	O
34956	что	O
34956	котлетки	B-Food
34956	из	I-Food
34956	лосося	I-Food
34956	и	I-Food
34956	креветок	I-Food
34956	хотят	O
34956	убрать	O
34956	из	O
34956	меняю	O
34956	(	O
34956	.	O
34956	Коллегам	O
34956	.	O
34956	так	O
34956	же	O
34956	,	O
34956	очень	O
34956	понравились	O
34956	блюда	B-Food
34956	.	O
34956	В	O
34956	особенности	O
34956	суп	B-Food
34956	из	I-Food
34956	двух	I-Food
34956	рыб	I-Food
34956	,	O
34956	стейк	B-Food
34956	из	I-Food
34956	лосося	I-Food
34956	и	O
34956	бефстроганов	B-Food
34956	с	I-Food
34956	пюре	I-Food
34956	.	O
34956	Интерьер	B-Interior
34956	тоже	O
34956	поменялся	O
34956	,	O
34956	но	O
34956	не	O
34956	особо	O
34956	изменил	O
34956	своему	O
34956	стилю	O
34956	,	O
34956	обслуживание	B-Service
34956	,	O
34956	как	O
34956	и	O
34956	раньше	O
34956	осталось	O
34956	на	O
34956	достаточно	O
34956	неплохом	O
34956	уровне	O
34956	,	O
34956	в	O
34956	общем	O
34956	мы	O
34956	остались	O
34956	довольны	O
34956	,	O
34956	спасибо	O
34956	!	O
34956	Я	O
34956	знаю	O
34956	,	O
34956	что	O
34956	отзывы	O
34956	часто	O
34956	просматривают	O
34956	администраторы	B-Service
34956	выложенных	O
34956	ресторанов	B-Whole
34956	,	O
34956	очень	O
34956	большая	O
34956	просьба	O
34956	к	O
34956	Вам	O
34956	,	O
34956	пожалуйста	O
34956	не	O
34956	убирайте	O
34956	котлетки	B-Food
34956	из	O
34956	меню	O
34956	!	O
34956	!	O
34956	!	O
34956	Спасибо	O
34956	!	O
21856	Решила	O
21856	с	O
21856	девочками	O
21856	сходить	O
21856	куда-нибудь	O
21856	отдохнуть	O
21856	,	O
21856	в	O
21856	интернете	O
21856	нашла	O
21856	уютное	O
21856	гранд	B-Whole
21856	-	I-Whole
21856	кафе	I-Whole
21856	21	I-Whole
21856	Верста	I-Whole
21856	.	O
21856	Позвонила	O
21856	заказать	B-Service
21856	столик	I-Service
21856	,	O
21856	ответил	O
21856	приятный	O
21856	молодой	B-Service
21856	человек	I-Service
21856	Евгений	O
21856	,	O
21856	забронировал	B-Service
21856	нам	O
21856	столик	O
21856	учитывая	O
21856	все	O
21856	наши	O
21856	пожелания	O
21856	,	O
21856	за	O
21856	что	O
21856	ему	O
21856	отдельное	O
21856	огромное	O
21856	СПАСИБО	O
21856	!	O
21856	!	O
21856	!	O
21856	!	O
21856	!	O
21856	!	O
21856	Приехав	O
21856	в	O
21856	кафе	O
21856	в	O
21856	назначеное	O
21856	время	O
21856	нас	O
21856	встретила	B-Service
21856	приятная	O
21856	молодая	B-Service
21856	девушка	I-Service
21856	и	O
21856	проводила	B-Service
21856	к	I-Service
21856	столику	I-Service
21856	.	O
21856	Обслуживала	B-Service
21856	нас	O
21856	замечательная	O
21856	девушка	B-Service
21856	,	O
21856	вежливо	O
21856	и	O
21856	терпеливо	O
21856	отвечала	B-Service
21856	на	O
21856	все	O
21856	наши	O
21856	вопросы	O
21856	.	O
21856	Кухня	B-Food
21856	превосходная	O
21856	,	O
21856	порции	B-Food
21856	огромные	O
21856	,	O
21856	поворам	B-Food
21856	отдельное	O
21856	спасибо	O
21856	!	O
21856	!	O
21856	!	O
21856	!	O
21856	!	O
21856	!	O
21856	!	O
21856	!	O
21856	!	O
21856	Обслуживание	B-Service
21856	на	O
21856	высшем	O
21856	уровне	O
21856	.	O
21856	Понравилось	O
21856	абсолютно	O
21856	все	O
21856	:	O
21856	интерьер	B-Interior
21856	,	O
21856	кухня	B-Food
21856	,	O
21856	персонал	B-Service
21856	,	O
21856	живая	B-Interior
21856	музыка	I-Interior
21856	,	O
21856	атмосфера	B-Interior
21856	царящая	O
21856	в	O
21856	кафе	O
21856	,	O
21856	ни	O
21856	на	O
21856	минуту	O
21856	не	O
21856	пожалели	O
21856	,	O
21856	что	O
21856	пришли	O
21856	сюда	O
21856	.	O
21856	Буду	O
21856	рекомендовать	O
21856	его	O
21856	своим	O
21856	друзьям	O
21856	и	O
21856	обязательно	O
21856	вернусь	O
21856	сюда	O
21856	снова	O
21856	.	O
21856	МОЛОДЦЫ	O
21856	!	O
21856	!	O
21856	!	O
21856	!	O
21856	!	O
21856	!	O
21856	!	O
21856	!	O
21856	ТАК	O
21856	ДЕРЖАТЬ	O
21856	!	O
21856	!	O
21856	!	O
21856	!	O
21856	!	O
21856	P.	O
21856	S.	O
21856	Отдельное	O
21856	СПАСИБО	O
21856	за	O
21856	песню	B-Interior
21856	)	O
21856	)	O
21856	)	O
21856	)	O
21856	)	O
21856	)	O
9776	Послушав	O
9776	отзывы	O
9776	от	O
9776	друзей	O
9776	мы	O
9776	с	O
9776	женой	O
9776	зашли	O
9776	в	O
9776	этот	O
9776	ресторан	B-Whole
9776	,	O
9776	интерьер	B-Interior
9776	прямо	O
9776	скажу	O
9776	,	O
9776	весьма	O
9776	приятный	O
9776	и	O
9776	шеф-повар	B-Service
9776	тут	O
9776	же	O
9776	,	O
9776	хорошая	O
9776	фишка	O
9776	для	O
9776	ресторана	B-Whole
9776	)	O
9776	)	O
9776	)	O
9776	)	O
9776	вежливые	O
9776	и	O
9776	учтивые	O
9776	официанты	B-Service
9776	,	O
9776	в	O
9776	общем	O
9776	сервис	B-Service
9776	на	O
9776	уровне	O
9776	,	O
9776	но	O
9776	к	O
9776	такому	O
9776	уровню	O
9776	и	O
9776	цены	B-Price
9776	соответствующие	O
9776	,	O
9776	скажу	O
9776	без	O
9776	утайки	O
9776	,	O
9776	без	O
9776	алкоголя	B-Food
9776	лишь	O
9776	на	O
9776	еду	B-Food
9776	мы	O
9776	оставили	O
9776	без	O
9776	малого	O
9776	почти	O
9776	8.5тыс	O
9776	.	O
9776	,	O
9776	честно	O
9776	говоря	O
9776	удовольствие	O
9776	не	O
9776	из	O
9776	дешевых	O
9776	,	O
9776	хотя	O
9776	шарм	O
9776	в	O
9776	ресторане	B-Whole
9776	большой	O
9776	.	O
9776	в	O
9776	принципе	O
9776	все	O
9776	понравилось	O
9776	,	O
9776	особенно	O
9776	каракатица	B-Food
9776	,	O
9776	за	O
9776	то	O
9776	осьминог	B-Food
9776	был	O
9776	жесткий	O
9776	,	O
9776	жевать	B-Food
9776	его	O
9776	было	O
9776	тяжеловато	O
9776	,	O
9776	я	O
9776	вообще	O
9776	очень	O
9776	люблю	O
9776	блюда	B-Food
9776	из	I-Food
9776	осьминога	I-Food
9776	,	O
9776	но	O
9776	к	O
9776	сожалению	O
9776	мало	O
9776	мест	O
9776	,	O
9776	где	O
9776	его	O
9776	готовят	O
9776	нежным	O
9776	,	O
9776	последний	O
9776	раз	O
9776	,	O
9776	если	O
9776	я	O
9776	не	O
9776	ошибаюсь	O
9776	я	O
9776	ел	O
9776	вкусного	O
9776	осьминога	B-Food
9776	только	O
9776	в	O
9776	итальянском	B-Whole
9776	ресторане	I-Whole
9776	Делфим	B-Whole
9776	Бар	I-Whole
9776	,	O
9776	но	O
9776	вернемся	O
9776	к	O
9776	Франческо	B-Whole
9776	,	O
9776	место	B-Whole
9776	действительно	O
9776	шикарное	O
9776	,	O
9776	все	O
9776	отлично	O
9776	,	O
9776	один	O
9776	минус,	O
9776	цены	B-Price
9776	кусаются	O
9776	,	O
9776	а	O
9776	в	O
9776	остальном	O
9776	10баллов	O
9776	)	O
9776	)	O
9776	)	O
35620	Об	O
35620	этом	O
35620	заведение	B-Whole
35620	достаточно	O
35620	расхожее	O
35620	мнение	O
35620	,	O
35620	решила	O
35620	проверить	O
35620	сама	O
35620	,	O
35620	так	O
35620	как	O
35620	живу	O
35620	по	O
35620	близости	O
35620	.	O
35620	Зашла	O
35620	днем	O
35620	пообедать	B-Food
35620	,	O
35620	встретили	B-Service
35620	достаточно	O
35620	радушно	O
35620	,	O
35620	спросили	O
35620	в	O
35620	первые	O
35620	я	O
35620	в	O
35620	заведение	O
35620	или	O
35620	уже	O
35620	была	O
35620	,	O
35620	это	O
35620	говорит	O
35620	о	O
35620	том	O
35620	,	O
35620	что	O
35620	персонал	B-Service
35620	заботлив	O
35620	к	O
35620	своим	O
35620	гостям	O
35620	и	O
35620	помнит	O
35620	всех	O
35620	постоянных	O
35620	)	O
35620	Мне	O
35620	помогли	B-Service
35620	с	O
35620	выбором	O
35620	столика	O
35620	и	O
35620	рассказали	B-Service
35620	о	O
35620	всех	O
35620	акциях	O
35620	и	O
35620	предложениях	O
35620	.	O
35620	Особенно	O
35620	порадовала	O
35620	50	O
35620	%	O
35620	скидка	B-Price
35620	на	O
35620	японское	O
35620	меню	O
35620	)	O
35620	Обслуживание	B-Service
35620	быстрое	O
35620	и	O
35620	внимательное	O
35620	,	O
35620	еда	B-Food
35620	понравилась	O
35620	,	O
35620	ассортимент	B-Food
35620	бара	I-Food
35620	большой	O
35620	но	O
35620	я	O
35620	пила	O
35620	только	O
35620	чай	B-Food
35620	,	O
35620	так	O
35620	как	O
35620	пришла	O
35620	пообедать	O
35620	и	O
35620	о	O
35620	качестве	B-Food
35620	напитков	I-Food
35620	сказать	O
35620	ничего	O
35620	не	O
35620	могу	O
35620	.	O
35620	При	O
35620	расчете	O
35620	официант	B-Service
35620	красочно	O
35620	рассказал	B-Service
35620	о	O
35620	программе	O
35620	в	O
35620	выходные	O
35620	дни	O
35620	,	O
35620	о	O
35620	вечеринках	O
35620	и	O
35620	артистах	O
35620	,	O
35620	просто	O
35620	не	O
35620	смогла	O
35620	ему	O
35620	отказать	O
35620	и	O
35620	обещала	O
35620	обязательно	O
35620	придти	O
35620	!	O
35620	Вообще	O
35620	мое	O
35620	впечатление	O
35620	достаточно	O
35620	положительное	O
35620	об	O
35620	этом	O
35620	заведение	B-Whole
35620	и	O
35620	я	O
35620	планирую	O
35620	его	O
35620	посещать	O
35620	теперь	O
35620	часто	O
35620	.	O
18220	Никогда	O
18220	серьезно	O
18220	не	O
18220	относился	O
18220	к	O
18220	данному	O
18220	заведению	B-Whole
18220	,	O
18220	не	O
18220	смотря	O
18220	на	O
18220	то	O
18220	,	O
18220	что	O
18220	часто	O
18220	там	O
18220	бываю	O
18220	.	O
18220	.	O
18220	.НО	O
18220	.	O
18220	.	O
18220	.	O
18220	если	O
18220	же	O
18220	раньше	O
18220	заходил	O
18220	туда	O
18220	чтобы	O
18220	выпить	B-Food
18220	,	O
18220	ну	O
18220	)	O
18220	)	O
18220	)	O
18220	,	O
18220	или	O
18220	перекусить	B-Food
18220	по-быстрому	O
18220	,	O
18220	то	O
18220	,	O
18220	не	O
18220	так	O
18220	давно	O
18220	все	O
18220	же	O
18220	решил	O
18220	там	O
18220	полноценно	O
18220	поужинать	B-Food
18220	.	O
18220	Скажу	O
18220	Вам	O
18220	,	O
18220	что	O
18220	впечатления	B-Whole
18220	остались	O
18220	только	O
18220	положительные	O
18220	,	O
18220	не	O
18220	без	O
18220	курьезов	O
18220	,	O
18220	но	O
18220	.	O
18220	.	O
18220	..	O
18220	тем	O
18220	не	O
18220	менее	O
18220	,	O
18220	остался	O
18220	доволен	O
18220	.	O
18220	Встретили	B-Service
18220	душевно	O
18220	,	O
18220	здесь	O
18220	нареканий	O
18220	нет	O
18220	и	O
18220	никогда	O
18220	не	O
18220	было	O
18220	,	O
18220	до	O
18220	столика	O
18220	не	O
18220	проводили	O
18220	,	O
18220	не	O
18220	есть	O
18220	минус(	O
18220	оставили	O
18220	право	O
18220	выбора	O
18220	за	O
18220	мной	O
18220	)	O
18220	)	O
18220	)	O
18220	)	O
18220	.	O
18220	Дело	O
18220	было	O
18220	вечером	O
18220	,	O
18220	поэтому	O
18220	зажгли	O
18220	свечи	B-Interior
18220	,	O
18220	убавили	O
18220	свет	O
18220	и	O
18220	.	O
18220	.	O
18220	.	O
18220	.	O
18220	.	O
18220	господа	O
18220	и	O
18220	дамы	O
18220	,	O
18220	скажу	O
18220	Вам	O
18220	,	O
18220	что	O
18220	там	O
18220	стало	O
18220	настолько	O
18220	уютно	O
18220	,	O
18220	что	O
18220	никогда	O
18220	бы	O
18220	не	O
18220	подумал	O
18220	,	O
18220	что	O
18220	это	O
18220	заведение	B-Whole
18220	при	O
18220	дневном	O
18220	свете	O
18220	выглядит	O
18220	как	O
18220	кафе	B-Whole
18220	.	O
18220	Короче	O
18220	,	O
18220	приглушенный	O
18220	свет	O
18220	,	O
18220	спокойная	O
18220	музыка	B-Interior
18220	,	O
18220	милый	O
18220	и	O
18220	заботливый	O
18220	персонал	B-Service
18220	-	O
18220	сделали	O
18220	свое	O
18220	дело	O
18220	-	O
18220	заставили	O
18220	расслабиться	O
18220	)	O
18220	)	O
18220	)	O
18220	)	O
18220	.	O
18220	Про	O
18220	кухню	B-Food
18220	много	O
18220	говорить	O
18220	не	O
18220	буду	O
18220	-	O
18220	все	O
18220	достойно	O
18220	.	O
18220	""""	O
18220	Капрезе	O
18220	""""	O
18220	,	O
18220	медальоны	B-Food
18220	,	O
18220	""""	B-Food
18220	Цезарь	I-Food
18220	""""	I-Food
18220	,	O
18220	фирменный	O
18220	ролл	B-Food
18220	-	O
18220	особого	O
18220	восторга	O
18220	не	O
18220	произвели	O
18220	,	O
18220	но	O
18220	и	O
18220	нареканий	O
18220	тоже	O
18220	,	O
18220	а	O
18220	это	O
18220	уже	O
18220	не	O
18220	плохо	O
18220	,	O
18220	зато	O
18220	атмосфера	B-Interior
18220	(	O
18220	повторюсь	O
18220	)	O
18220	произвела	O
18220	неизгладимое	O
18220	впечатление	O
18220	.	O
18220	Рекомендую	O
18220	,	O
18220	особенно	O
18220	тем	O
18220	кто	O
18220	был	O
18220	там	O
18220	днем	O
18220	,	O
18220	зайдите	O
18220	вечером	O
18220	,	O
18220	поверьте	O
18220	,	O
18220	вы	O
18220	попадете	O
18220	в	O
18220	абсолютно	O
18220	другое	O
18220	заведение	B-Whole
18220	.	O
18220	Отдельное	O
18220	спасибо	O
18220	Ирине	O
18220	,	O
18220	за	O
18220	ее	O
18220	внимательное	O
18220	и	O
18220	вежливое	O
18220	обслуживание	B-Service
18220	.	O
18220	Для	O
18220	себя	O
18220	решил	O
18220	одно	O
18220	,	O
18220	вернусь	O
18220	и	O
18220	не	O
18220	раз	O
18220	.	O
18220	Спасибо	O
18220	!	O
19383	Встретились	O
19383	с	O
19383	подругами	O
19383	пообщаться	O
19383	,	O
19383	выпить	B-Food
19383	пива	B-Food
19383	.	O
19383	Столик	B-Service
19383	заказали	I-Service
19383	заранее	O
19383	,	O
19383	нас	O
19383	встретили	B-Service
19383	,	O
19383	проводили	B-Service
19383	,	O
19383	принесли	B-Service
19383	меню	I-Service
19383	всё	O
19383	оперативно	O
19383	.	O
19383	Заведение	B-Whole
19383	небольшое	O
19383	,	O
19383	очень	O
19383	камерное	O
19383	,	O
19383	что	O
19383	приятно	O
19383	.	O
19383	Интерьер	B-Interior
19383	обычный	O
19383	,	O
19383	как	O
19383	в	O
19383	других	O
19383	пабах	B-Whole
19383	,	O
19383	порадовали	O
19383	стеллажи	O
19383	с	O
19383	книгами	O
19383	и	O
19383	мягкие	O
19383	диваны	B-Interior
19383	.	O
19383	:	O
19383	)	O
19383	Пиво	B-Food
19383	вкусное	O
19383	,	O
19383	есть	O
19383	из	O
19383	чего	O
19383	выбрать	O
19383	.	O
19383	Заказали	O
19383	:	O
19383	отварные	B-Food
19383	креветки	I-Food
19383	-	O
19383	креветки	B-Food
19383	,	O
19383	как	O
19383	креветки	B-Food
19383	,	O
19383	но	O
19383	какие-то	O
19383	слишком	O
19383	маленькие	O
19383	(	O
19383	240	O
19383	руб	O
19383	.	O
19383	)	O
19383	,	O
19383	салат	B-Food
19383	""""	I-Food
19383	Салмон	I-Food
19383	""""	I-Food
19383	с	I-Food
19383	лососем	I-Food
19383	,	O
19383	неплохой	O
19383	,	O
19383	но	O
19383	пресноват	O
19383	,	O
19383	соуса	B-Food
19383	явно	O
19383	не	O
19383	хватает	O
19383	,	O
19383	кольца	B-Food
19383	кальмара	I-Food
19383	в	I-Food
19383	кляре	I-Food
19383	-	O
19383	под	O
19383	пиво	B-Food
19383	нормально	O
19383	,	O
19383	мясные	B-Food
19383	чипсы	I-Food
19383	из	I-Food
19383	говядины	I-Food
19383	-	O
19383	вкусно	O
19383	,	O
19383	Рагу	B-Food
19383	-	O
19383	вкусно	O
19383	,	O
19383	но	O
19383	больше	O
19383	напоминало	O
19383	бульон	B-Food
19383	с	I-Food
19383	мясом	I-Food
19383	,	O
19383	королевские	B-Food
19383	креветки	I-Food
19383	с	I-Food
19383	соусом	I-Food
19383	-	O
19383	очень	O
19383	вкусное	O
19383	блюд	O
19383	о(	O
19383	599	O
19383	руб	O
19383	.	O
19383	)	O
19383	,	O
19383	к	O
19383	сожалению	O
19383	не	O
19383	все	O
19383	цены	B-Price
19383	помню	O
19383	.	O
19383	Была	O
19383	одна	O
19383	официантка	B-Service
19383	на	O
19383	весь	O
19383	зал	O
19383	(	O
19383	пятница	O
19383	вечер	O
19383	все	O
19383	столики	B-Interior
19383	заняты	O
19383	)	O
19383	,	O
19383	но	O
19383	справлялась	O
19383	,	O
19383	напитки	B-Food
19383	и	O
19383	блюда	B-Food
19383	долго	O
19383	ждать	O
19383	не	O
19383	приходилось	O
19383	,	O
19383	не	O
19383	хватало	O
19383	немного	O
19383	приветливости	O
19383	,	O
19383	а	O
19383	в	O
19383	общем	O
19383	неплохо	O
19383	.	O
19383	Наш	O
19383	счёт	B-Price
19383	на	O
19383	5	O
19383	человек	O
19383	составил	O
19383	около	O
19383	4 000	O
19383	руб	O
19383	.	O
19383	Подведя	O
19383	итог	O
19383	можно	O
19383	сказать	O
19383	,	O
19383	что	O
19383	хорошо	O
19383	провели	O
19383	время	O
19383	,	O
19383	милое	O
19383	заведение	B-Whole
19383	.	O
9216	Вы	O
9216	брали	O
9216	этот	O
9216	ресторан	B-Whole
9216	так	O
9216	как	O
9216	он	O
9216	близко	O
9216	от	O
9216	дома	O
9216	и	O
9216	подходит	O
9216	для	O
9216	свадебного	O
9216	банкета	O
9216	большой	O
9216	просторный	O
9216	зал	B-Interior
9216	с	O
9216	кондеями	B-Interior
9216	.	O
9216	Интерьер	B-Interior
9216	хороший	O
9216	но	O
9216	обслуживание	B-Service
9216	ужсное	O
9216	.	O
9216	При	O
9216	ходили	O
9216	в	O
9216	ресторан	B-Whole
9216	не	O
9216	сколько	O
9216	раз	O
9216	все	O
9216	обговаривали	O
9216	несколько	O
9216	раз	O
9216	.	O
9216	Но	O
9216	вышло	O
9216	все	O
9216	равно	O
9216	не	O
9216	так	O
9216	банкет	O
9216	у	O
9216	нас	O
9216	должен	O
9216	быть	O
9216	в	O
9216	17	O
9216	30	O
9216	.фуршет	O
9216	в	O
9216	17 00	O
9216	к	O
9216	нему	O
9216	претензий	O
9216	нет	O
9216	.	O
9216	когда	O
9216	мы	O
9216	приехали	O
9216	нас	O
9216	встретили	O
9216	родители	O
9216	и	O
9216	в	O
9216	зал	O
9216	мы	O
9216	зашли	O
9216	в	O
9216	18 00	O
9216	.	O
9216	И	O
9216	я	O
9216	очень	O
9216	удивилась	O
9216	на	O
9216	столах	O
9216	только	O
9216	хлеб	B-Food
9216	,	O
9216	напитки	B-Food
9216	и	O
9216	холодные	B-Food
9216	нарезки	I-Food
9216	и	O
9216	все	O
9216	.	O
9216	гости	O
9216	сели	O
9216	все	O
9216	хотят	O
9216	есть	O
9216	а	O
9216	не	O
9216	чего	O
9216	нет	O
9216	я	O
9216	несколько	O
9216	раз	O
9216	подзывала	O
9216	офицанта	B-Service
9216	спросить	O
9216	где	O
9216	салаты	O
9216	.	O
9216	готовят	B-Service
9216	услышала	O
9216	я	O
9216	и	O
9216	это	O
9216	я	O
9216	слышала	O
9216	где	O
9216	то	O
9216	пол	O
9216	часа	O
9216	.	O
9216	Я	O
9216	подходила	O
9216	к	O
9216	директору	B-Service
9216	а	O
9216	он	O
9216	только	O
9216	руками	O
9216	разводит	O
9216	.	O
9216	Но	O
9216	мои	O
9216	гости	O
9216	не	O
9216	будут	O
9216	сыты	O
9216	от	O
9216	это	O
9216	го	O
9216	.	O
9216	Вообщем	O
9216	не	O
9216	хотелось	O
9216	ругаться	O
9216	в	O
9216	такой	O
9216	день.но	O
9216	все	O
9216	что	O
9216	обещали	O
9216	ни	O
9216	чего	O
9216	не	O
9216	выполнили	O
9216	порции	B-Food
9216	у	O
9216	жасно	O
9216	маленькие	O
9216	.	O
9216	хотя	O
9216	заказывали	O
9216	на	O
9216	35	O
9216	банкет	O
9216	пришло	O
9216	меньше	O
9216	и	O
9216	еды	B-Food
9216	не	O
9216	хватило	O
9216	.пришлось	O
9216	до	B-Service
9216	заказывать	I-Service
9216	благо	O
9216	кухня	O
9216	работала	O
9216	.	O
9216	Работал	B-Service
9216	один	O
9216	офицант	B-Service
9216	и	O
9216	админестратор	B-Service
9216	в	O
9216	черном	O
9216	коротеньком	O
9216	платье	O
9216	и	O
9216	это	O
9216	на	O
9216	свадьбе	O
9216	.	O
9216	остался	O
9216	торт	O
9216	даже	O
9216	не	O
9216	предложили	O
9216	его	O
9216	собрать	O
9216	в	O
9216	контенера	O
9216	.	O
9216	Ни	O
9216	когда	O
9216	не	O
9216	посоветую	O
9216	друзьям	O
9216	туда	O
9216	ходить	O
9216	.	O
9216	НУ	O
9216	и	O
9216	не	O
9216	кому	O
9216	не	O
9216	советую	O
9216	.	O
33538	Огромное	O
33538	спасибо	O
33538	ресторану	B-Whole
33538	""""	O
33538	Империя	O
33538	""""	O
33538	за	O
33538	чудесный	O
33538	ужин	B-Food
33538	!	O
33538	Все	O
33538	было	O
33538	на	O
33538	высоте	O
33538	:	O
33538	интерьер	B-Interior
33538	ресторана	I-Interior
33538	интересный	O
33538	,	O
33538	причем	O
33538	в	O
33538	жизни	O
33538	выглядит	O
33538	еще	O
33538	лучше	O
33538	,	O
33538	чем	O
33538	на	O
33538	фото	O
33538	(	O
33538	много	O
33538	скульптур	B-Interior
33538	,	O
33538	интересные	O
33538	лампы	B-Interior
33538	,	O
33538	большие	O
33538	мягкие	O
33538	диваны	B-Interior
33538	)	O
33538	,	O
33538	вежливые	O
33538	и	O
33538	быстрые	O
33538	официанты	B-Service
33538	,	O
33538	спокойная	O
33538	музыка	B-Interior
33538	(	O
33538	после	O
33538	20	O
33538	:	O
33538	00	O
